participant,avgRMSE_accurate,avgRMSE_linear,avgRMSE_linear_modality,avgRMSE_averaging,avgRMSE_highAtt,avgRes_linear,avgRes_linear_image,avgRes_linear_music,avgRes_highAtt
4736,0.8055555555555556,1.1819248847613804,1.1470097214360147,1.1666666666666667,1.2799491778412164,0.8343377555985719,0.7235669580089478,0.9166287798955636,8.477947032088053
4739,1.5555555555555556,2.095514950769767,1.8427385558524234,1.75,1.6775047143747788,0.6451899837238458,0.8890533324516353,0.3798878780675059,3.022579417580523
4740,1.3055555555555556,1.4760313194737482,1.464021495751145,1.5,1.672393904746605,0.7875297456550377,0.8248538450394747,0.7497746487805691,6.8511301779237215
4742,1.3055555555555556,1.7296386197312847,1.72833594038099,1.3888888888888888,1.7065820471809698,0.7772292913949254,0.7844832040892388,0.7708860806095326,5.1743718467638855
4747,1.4722222222222223,1.5382080437503527,1.084882959187197,1.25,1.1772359292302812,0.6319352558954308,0.942990021008882,0.33896099703540994,2.597897344080628
4749,1.3333333333333333,1.9677587918579802,1.9266651287900514,2.0833333333333335,1.9646858389143942,0.969536035847871,0.8273405004470595,1.0,8.081477595772595
4753,1.0833333333333333,1.2920677341098932,1.1389250051913185,1.1666666666666667,1.2431995604049386,0.756574869596174,0.9387178252636316,0.5942205870015864,5.768647197592684
4755,2.1944444444444446,2.4786573144289727,2.4505435422467174,2.0555555555555554,2.277183821864074,0.6908337327124849,0.8290260827589742,0.6131808062011569,4.023878674412217
4758,0.5833333333333334,0.8641945235096865,0.8604171591368429,0.7222222222222222,0.865830159513044,0.9638334928047367,0.9975198478602797,0.9035776959239643,5.0
4760,0.9166666666666666,1.3569448597570755,1.354030946035416,1.4166666666666667,1.3666280767564014,0.8235354425801207,0.7974240694324601,0.8462355347093251,5.055198963063937
4763,0.4722222222222222,0.6551312620785147,0.6444197253309413,0.6388888888888888,0.687105746128168,0.8722379781953021,0.766813669787179,0.9217690732147654,6.016172113449888
4773,1.6111111111111112,1.7931176109358482,1.787231079013345,1.4722222222222223,1.7295515348998183,0.6491715603834138,0.6959192943968332,0.6090577257000392,3.423730379105241
4779,0.8611111111111112,1.0486023423593729,1.0481682223073465,1.4722222222222223,1.0467298624674075,0.8984774453183397,0.8957486313309866,0.9007988626621327,6.866881475619412
4783,1.6666666666666667,1.9850677105525198,1.8284175396706854,1.8333333333333333,1.8456889248121584,0.727640197693137,0.92574671689281,0.5601237579688135,4.092704343301552
4790,0.7777777777777778,1.3010041606091178,1.2589156167654558,1.4444444444444444,1.2572011559744718,0.9425103642383544,1.0,0.8292545176892964,6.005458347116859
