participant,avgRMSE_accurate,avgRMSE_linear,avgRMSE_linear_modality,avgRMSE_averaging,avgRMSE_highAtt,avgRes_linear,avgRes_linear_image,avgRes_linear_music,avgRes_highAtt
4736,1.4722222222222223,1.7999641543694738,1.7327026731830502,1.6944444444444444,1.817252686247564,0.8065454020069824,0.9361579261969842,0.6550503497215981,5.741926021153233
4739,2.1944444444444446,2.4159622988892533,2.2859588072085795,1.8333333333333333,2.0247444490423767,0.4655919442546742,0.675151817927602,0.241336413014223,2.1775098891023297
4740,1.6666666666666667,1.8259847823560291,1.7992403932945125,1.6666666666666667,1.7074732027003174,0.7095506790872446,0.7899443815904742,0.6277410716163832,4.425967693498371
4742,1.1944444444444444,1.348430744885597,1.3114160133086998,1.2222222222222223,1.2793689844901632,0.7031049943871284,0.8274532503496764,0.5976980731365679,4.028720034446057
4747,1.1944444444444444,1.3685287904594623,1.354083720469883,1.1666666666666667,1.2073946976385603,0.6844264789785707,0.7501453743286084,0.6340898073133647,3.3438294561933763
4749,1.2777777777777777,1.5686466856215986,1.566227920962447,1.7777777777777777,1.5996281176287226,0.889197669070938,0.8699251972034843,0.9035267675834775,7.256965194342519
4753,1.3611111111111112,1.5191404790191028,1.4732955899273386,1.3611111111111112,1.7776066658458256,0.6989632691213379,0.7956011443636269,0.5894415195783402,6.449335748079123
4755,1.3055555555555556,1.64074180615295,1.5813718196599595,1.6944444444444444,1.455439628894911,0.8124717711464708,0.9318768619690206,0.7219556308550988,4.5989779405166535
4758,0.4166666666666667,0.6245276059761109,0.600239905298872,0.5,0.6869877445281762,0.7058231319496537,0.8827771797119377,0.5287045286677351,5.0
4760,1.3888888888888888,1.6654678911158973,1.476472069261669,1.5,1.5081505223747167,0.6717774176574149,0.9269439510656436,0.4574089187533386,2.761528797303379
4763,0.75,1.0319348362377159,0.9447096747676255,1.0,1.066902320964318,0.8548156499566598,0.5801941920824886,1.0,5.982893813120438
4773,1.5277777777777777,1.8589685892189816,1.8053831370606632,1.75,2.0244935873745913,0.7650154495051521,0.6345426807061899,0.8958561843741075,5.818763726551044
4779,1.1666666666666667,1.1668813840868868,1.092070590294781,1.0,1.2902974984075501,0.6892493717569851,0.7863555054980632,0.5495129143414457,4.330646791911123
4783,1.5,1.902870980084286,1.9014151384218725,1.9166666666666667,1.9649881187021887,0.8312602351649696,0.8471052508697556,0.8174248770671497,7.033198092795171
4790,0.8333333333333334,1.323205915569596,1.286401052960621,1.5,1.2917076595282229,0.9480617700769033,1.0,0.8260883152020567,6.1920220347251735
4792,1.1666666666666667,1.35409868056976,1.3090119969660277,1.1111111111111112,1.569959484677848,0.5900546237931344,0.6729774633363407,0.44655874001684154,3.4793696241632546
4793,1.1388888888888888,1.5497160026529948,1.5390688306202,1.5833333333333333,1.4749563142860707,0.8176473522761328,0.78187184468845,0.8721603004393255,5.125734029892864
4797,1.5,2.1878046017554262,2.039304505238621,1.9166666666666667,2.4624133035479385,0.7504644900680413,0.9015253667834523,0.5711097575159374,6.602831944363975
4799,1.0555555555555556,1.1580744841361152,1.1330802586108535,1.1944444444444444,1.397165136075803,0.7574892798030065,0.7044074779016501,0.8384864609789643,5.771397514147889
4802,1.2222222222222223,2.0153232931092537,1.999351198911664,2.0277777777777777,1.9117132471304406,0.8836180678161156,0.9551419912831499,0.8081119689367874,4.538599039661946
4813,1.4444444444444444,1.6645179641508276,1.6435425377133634,1.2222222222222223,1.8703616407001853,0.46672319475532764,0.267894841054573,0.5984636491034815,8.782977402130866
4820,1.7222222222222223,1.9244547828947012,1.9223432848003352,1.5555555555555556,1.9865437634201761,0.5198837872226947,0.5516943294931876,0.4755499331085995,2.975284130769736
4822,1.4166666666666667,1.7313453857128893,1.7278013468661952,1.6944444444444444,1.9217836377913013,0.7709865366154843,0.7449591792039559,0.8000005630898787,7.559859512036364
4823,1.0833333333333333,1.3847664927343422,1.361625179198434,1.4444444444444444,1.5293427343517765,0.81078933791253,0.7401079152102796,0.8821486034016583,7.402246114547064
4831,1.0555555555555556,1.4224444420922557,1.4172909282027661,1.8333333333333333,1.4211387993021558,0.9507385022181839,0.984021819730137,0.9192637254641709,8.2139219453709
4848,1.5277777777777777,2.078731797079216,2.075287086229354,1.7222222222222223,2.2806000650500606,0.6657870559629862,0.6820702910947147,0.644183081826766,6.491796563909262
4849,1.0833333333333333,1.5987072485004592,1.5895057419714833,1.6944444444444444,1.5973069782463072,0.9203749085909787,0.967949907099665,0.8746554053963114,6.658572476105131
4851,1.6388888888888888,1.8064901256715165,1.80049202267038,1.3611111111111112,1.7103255004545357,0.4664892531145399,0.5594592984973933,0.4356881120277262,1.575753822152942
4852,1.9722222222222223,1.762549057036929,1.7537834846335678,1.5,1.754487746503533,0.510537294724046,0.44713310948543583,0.5527703552078302,2.9527925430804443
4860,1.7777777777777777,2.221232921236053,2.1552023454084352,1.9444444444444444,2.3203269464545286,0.7322744024728567,0.9751442099645034,0.5675838254047397,6.027243412314258
