,score,res,rho,p
220,BMRQ_emoEvoc,avgRMSE_highAtt_preOne,-0.3281511924109161,0.04738463764778364
243,BMRQ_emoEvoc,avgRMSE_averaging_postBoth,-0.4090774081952745,0.011936884945373297
246,BMRQ_emoEvoc,avgRMSE_extreme_postBoth,-0.3567531589103847,0.03020075822091605
249,BMRQ_emoEvoc,avgRes_b_compress_postBoth,0.37665444392302155,0.021572244041297366
