"Prolific_ID","Participant.Device.Type","Trial.Number","Reaction.Time","Response","display","ImageStim","MusicStim","StimCued"
4798,"computer","31",839,"4","Post","image12.jpg","Cut_jazz_19.mp3","Image"
4798,"computer","32",510,"6","Post","image2.jpg","Classical_6.mp3","Music"
4798,"computer","33",1005,"6","Post","image3.jpg","Classical_8.mp3","Image"
4798,"computer","34",980,"8","Post","image52.jpg","Cut_jazz_7.mp3","Music"
4798,"computer","35",421,"8","Post","image10.jpg","Cut_jazz_14.mp3","Image"
4798,"computer","36",90,"3","Post","image35.jpg","Classical_1.mp3","Both"
4798,"computer","37",410,"5","Post","image1.jpg","Cut_jazz_14.mp3","Music"
4798,"computer","38",1040,"9","Post","image2.jpg","Classical_7.mp3","Image"
4798,"computer","39",922,"8","Post","image39.jpg","Classical_19.mp3","Image"
4798,"computer","40",931,"6","Post","image47.jpg","Cut_jazz_7.mp3","Image"
4798,"computer","41",503,"5","Post","image39.jpg","Cut_jazz_2.mp3","Music"
4798,"computer","42",407,"7","Post","image3.jpg","Classical_6.mp3","Both"
4798,"computer","43",991,"5","Post","image52.jpg","Cut_jazz_10.mp3","Image"
4798,"computer","44",63,"4","Post","image33.jpg","Classical_4.mp3","Both"
4798,"computer","45",431,"5","Post","image10.jpg","Cut_jazz_19.mp3","Music"
4798,"computer","46",987,"4","Post","image5.jpg","Cut_jazz_7.mp3","Both"
4798,"computer","47",437,"5","Post","image1.jpg","Cut_jazz_19.mp3","Both"
4798,"computer","48",1030,"4","Post","image15.jpg","Classical_17.mp3","Both"
4798,"computer","49",470,"6","Post","image47.jpg","Cut_jazz_10.mp3","Both"
4798,"computer","50",1031,"7","Post","image20.jpg","Classical_7.mp3","Both"
4798,"computer","51",422,"3","Post","image47.jpg","Cut_jazz_5.mp3","Music"
4798,"computer","52",936,"5","Post","image34.jpg","Classical_2.mp3","Both"
4798,"computer","53",505,"4","Post","image17.jpg","Classical_15.mp3","Both"
4798,"computer","54",1029,"2","Post","image33.jpg","Classical_2.mp3","Image"
4798,"computer","55",491,"3","Post","image4.jpg","Cut_jazz_2.mp3","Image"
4798,"computer","56",1033,"4","Post","image5.jpg","Cut_jazz_5.mp3","Image"
4798,"computer","57",934,"6","Post","image36.jpg","Cut_jazz_1.mp3","Image"
4798,"computer","4",1019,"8","Pre","image14.jpg","Cut_jazz_19.mp3","Both"
4798,"computer","5",881,"9","Pre","image17.jpg","Cut_jazz_14.mp3","Both"
4798,"computer","6",953,"6","Pre","image35.jpg","Classical_7.mp3","Music"
4798,"computer","7",67,"6","Pre","image1.jpg","Cut_jazz_1.mp3","Image"
4798,"computer","8",59,"6","Pre","image47.jpg","Classical_1.mp3","Music"
4798,"computer","9",917,"7","Pre","image2.jpg","Classical_17.mp3","Image"
4798,"computer","10",1000,"2","Pre","image39.jpg","Cut_jazz_10.mp3","Music"
4798,"computer","11",845,"4","Pre","image20.jpg","Classical_18.mp3","Music"
4798,"computer","12",438,"4","Pre","image1.jpg","Classical_19.mp3","Music"
4798,"computer","13",888,"4","Pre","image4.jpg","Cut_jazz_10.mp3","Image"
4798,"computer","14",412,"4","Pre","image15.jpg","Cut_jazz_16.mp3","Both"
4798,"computer","15",404,"4","Pre","image5.jpg","Classical_1.mp3","Image"
4798,"computer","16",401,"6","Pre","image33.jpg","Classical_8.mp3","Both"
4798,"computer","17",499,"2","Pre","image36.jpg","Cut_jazz_10.mp3","Both"
4798,"computer","18",1054,"7","Pre","image3.jpg","Classical_18.mp3","Image"
4798,"computer","19",466,"7","Pre","image33.jpg","Classical_7.mp3","Image"
4798,"computer","20",930,"6","Pre","image1.jpg","Cut_jazz_2.mp3","Both"
4798,"computer","21",1041,"2","Pre","image4.jpg","Cut_jazz_7.mp3","Music"
4798,"computer","22",445,"6","Pre","image20.jpg","Classical_17.mp3","Both"
4798,"computer","23",477,"7","Pre","image17.jpg","Cut_jazz_16.mp3","Music"
4798,"computer","24",896,"6","Pre","image20.jpg","Classical_15.mp3","Image"
4798,"computer","25",963,"5","Pre","image14.jpg","Cut_jazz_14.mp3","Music"
4798,"computer","26",861,"5","Pre","image2.jpg","Classical_15.mp3","Music"
4798,"computer","27",487,"3","Pre","image36.jpg","Cut_jazz_7.mp3","Image"
4798,"computer","28",444,"7","Pre","image14.jpg","Cut_jazz_16.mp3","Image"
4798,"computer","29",447,"6","Pre","image33.jpg","Classical_6.mp3","Music"
4798,"computer","30",1022,"6","Pre","image5.jpg","Classical_4.mp3","Music"
4798,"computer","31",886,"7","Pre","image17.jpg","Cut_jazz_19.mp3","Image"
4798,"computer","32",53,"6","Pre","image2.jpg","Classical_18.mp3","Both"
4798,"computer","33",884,"7","Pre","image52.jpg","Classical_4.mp3","Image"
4798,"computer","34",852,"5","Pre","image10.jpg","Cut_jazz_1.mp3","Both"
4798,"computer","35",496,"9","Pre","image12.jpg","Classical_19.mp3","Both"
4798,"computer","36",1004,"1","Pre","image35.jpg","Classical_8.mp3","Image"
4798,"computer","37",837,"4","Pre","image10.jpg","Cut_jazz_2.mp3","Music"
4798,"computer","38",485,"6","Pre","image3.jpg","Classical_17.mp3","Music"
4798,"computer","39",430,"4","Pre","image47.jpg","Classical_2.mp3","Image"
4798,"computer","40",1014,"4","Pre","image35.jpg","Classical_6.mp3","Both"
4798,"computer","41",434,"7","Pre","image5.jpg","Classical_2.mp3","Both"
4798,"computer","42",414,"2","Pre","image15.jpg","Cut_jazz_19.mp3","Music"
4798,"computer","43",1003,"1","Pre","image39.jpg","Cut_jazz_7.mp3","Both"
4798,"computer","44",859,"3","Pre","image4.jpg","Cut_jazz_5.mp3","Both"
4798,"computer","45",966,"4","Pre","image47.jpg","Classical_4.mp3","Both"
4798,"computer","46",463,"8","Pre","image3.jpg","Classical_15.mp3","Both"
4798,"computer","47",998,"8","Pre","image12.jpg","Cut_jazz_2.mp3","Image"
4798,"computer","48",942,"2","Pre","image36.jpg","Cut_jazz_5.mp3","Music"
4798,"computer","49",70,"3","Pre","image10.jpg","Classical_19.mp3","Image"
4798,"computer","50",915,"4","Pre","image34.jpg","Classical_7.mp3","Both"
4798,"computer","51",1049,"7","Pre","image52.jpg","Classical_1.mp3","Both"
4798,"computer","52",844,"6","Pre","image39.jpg","Cut_jazz_5.mp3","Image"
4798,"computer","53",1008,"5","Pre","image52.jpg","Classical_2.mp3","Music"
4798,"computer","54",69,"4","Pre","image34.jpg","Classical_8.mp3","Music"
4798,"computer","55",1016,"3","Pre","image12.jpg","Cut_jazz_1.mp3","Music"
4798,"computer","56",432,"3","Pre","image34.jpg","Classical_6.mp3","Image"
4798,"computer","57",1051,"1","Pre","image15.jpg","Cut_jazz_14.mp3","Image"
4832,"computer","4",56,"2","Post","image34.jpg","Classical_1.mp3","Image"
4832,"computer","5",858,"5","Post","image17.jpg","Classical_18.mp3","Image"
4832,"computer","6",504,"5","Post","image35.jpg","Classical_4.mp3","Image"
4832,"computer","7",838,"3","Post","image52.jpg","Cut_jazz_5.mp3","Both"
4832,"computer","8",867,"3","Post","image4.jpg","Cut_jazz_1.mp3","Music"
4832,"computer","9",58,"7","Post","image20.jpg","Classical_6.mp3","Image"
4832,"computer","10",925,"4","Post","image12.jpg","Cut_jazz_16.mp3","Music"
4832,"computer","11",862,"6","Post","image4.jpg","Classical_19.mp3","Both"
4832,"computer","12",1037,"8","Post","image2.jpg","Classical_8.mp3","Both"
4832,"computer","13",52,"9","Post","image14.jpg","Classical_18.mp3","Both"
4832,"computer","14",889,"5","Post","image1.jpg","Cut_jazz_16.mp3","Image"
4832,"computer","15",62,"2","Post","image5.jpg","Cut_jazz_10.mp3","Music"
4832,"computer","16",460,"7","Post","image36.jpg","Cut_jazz_2.mp3","Both"
4832,"computer","17",964,"6","Post","image14.jpg","Classical_15.mp3","Music"
4832,"computer","18",975,"2","Post","image10.jpg","Cut_jazz_16.mp3","Both"
4832,"computer","19",928,"7","Post","image20.jpg","Classical_8.mp3","Music"
4832,"computer","20",1028,"8","Post","image33.jpg","Classical_1.mp3","Music"
