participant,avgRMSE_accurate,avgRMSE_linear,avgRMSE_linear_modality,avgRMSE_averaging,avgRMSE_highAtt,avgRes_linear,avgRes_linear_image,avgRes_linear_music,avgRes_highAtt
4738,0.5555555555555556,0.6752900197426868,0.6402713116878253,0.9444444444444444,0.7155992693699083,0.8851432686233025,0.9581253901169658,0.8015443010293481,5.707922550821148
4745,1.4722222222222223,1.5963538118839151,1.579916001409233,1.3611111111111112,1.7449722688003177,0.6752011467533531,0.7246746142122409,0.5918095486571727,5.898637681175397
4750,1.4444444444444444,1.7641005801955254,1.7204930203375168,1.9166666666666667,1.9055488502255962,0.8037919544648645,0.7183904367214469,0.890962089908354,6.330523470341273
4751,0.9166666666666666,1.4419276049612137,1.4156861243172338,1.6944444444444444,1.4127882532456326,0.9351726543947445,0.9997576745827964,0.8585899700232755,7.286555142818988
4754,1.3055555555555556,1.613751382557192,1.5690303051759527,1.3611111111111112,1.6808579526267617,0.6555298932003208,0.8906045970311034,0.5535775215284048,3.6978286816563064
4761,1.2222222222222223,1.4367688665047478,1.4321940192258642,1.2777777777777777,1.4087969923260601,0.7201635675813585,0.6821603620677412,0.7632251878745722,4.481600909962943
4764,1.2222222222222223,1.3413563263954837,1.266232747715187,1.3055555555555556,1.3788839109963744,0.7660315887503003,0.6477770550026318,0.8859767071863183,4.984807641676259
4769,1.1388888888888888,1.319235012140253,1.314362507226492,1.0277777777777777,1.3141793863074982,0.5550011663608383,0.4916512396737751,0.6231783598973859,2.8741853618593263
4771,1.0,1.4525426940567785,1.4525426940567785,1.75,1.4525426940567785,1.0,1.0,1.0,9.0
4772,1.1944444444444444,1.4575946781571611,1.2303394744775413,1.3333333333333333,1.7260070620189707,0.7432496423071939,0.9325108072714082,0.5206888784094553,5.4661502604175665
4774,0.8055555555555556,0.9211265761388864,0.9065945068728257,0.6666666666666666,1.1117559181052075,0.6086042428849358,0.5246119354537155,0.7017437373662296,4.563221329269942
4801,2.0,2.1929246911320273,1.8981201565136974,1.7777777777777777,2.461965194761339,0.5962625390313493,0.9097895714571271,0.2857946682931023,4.699250182574722
4807,0.8611111111111112,1.346686753991128,1.2690822003917797,1.5,1.4623887631451842,0.8456757375082592,0.9405454866626631,0.6890335107341762,8.824798880911251
4808,1.1388888888888888,1.381499391686856,1.3529540652174517,1.1388888888888888,1.5053544342685559,0.7348288844992212,0.8404498423308024,0.6216656220486559,5.889292795221162
4809,1.4722222222222223,1.2137928745309412,1.1868562481518867,1.0,1.47128183774762,0.5368600534511281,0.45020716349377793,0.6258120710404911,2.351994376415761
4811,1.4166666666666667,1.8758596687254137,1.8554199954267565,1.75,1.917964142594168,0.7982273012860227,0.8784399659310277,0.7242440013312126,5.023209395844519
4815,1.1388888888888888,1.3742460839925248,1.3369372334231726,1.25,1.481348641768432,0.7333119640491286,0.578976941217168,0.8445100966211685,5.890723689349999
4821,1.3055555555555556,1.3891809159797912,1.0662636033918789,1.1388888888888888,1.5676436450002598,0.6086640225266211,0.8983379175818241,0.3700647066722005,4.4067732053484985
4824,1.3611111111111112,1.827385532367176,1.811409956736674,1.6666666666666667,1.8476386981542032,0.8897193056960542,0.7807836878114784,0.9711179260136382,7.245636015044976
4830,1.4166666666666667,1.1615434047540036,1.0942549309899354,0.8611111111111112,1.3995051508090146,0.558667779651683,0.41329887195114245,0.6539586595923056,3.0441311809337366
4843,1.7777777777777777,1.7300503244683236,1.7142711097953751,1.5,1.9597070813229207,0.633755039940178,0.7272636456938594,0.5753446701500312,5.103802938933051
4844,0.9166666666666666,1.2023113622776342,1.1769949676112885,1.1111111111111112,1.0419225911899306,0.7711796639641102,0.8580413507604433,0.6856280776542013,3.7026009653535876
4854,2.5555555555555554,2.4010382278826037,2.381262473376925,2.0833333333333335,2.5482636101916487,0.4236480179464216,0.5069316408757228,0.34113360497871326,3.3992033648340416
4856,1.8888888888888888,1.5939344051703772,1.578955504222594,1.3055555555555556,1.9337417795371055,0.41950273478239575,0.3450781480997649,0.4929891278045666,2.787859507455744
4861,0.8333333333333334,0.9779377698598368,0.9719094727929668,0.8888888888888888,1.109663070283959,0.7350762169283985,0.783635904958508,0.6764003894411036,5.6456945001115315
4866,1.0833333333333333,1.508971736440261,1.5043446908584803,1.5833333333333333,1.531120020202869,0.9108095258870021,0.9485332605382482,0.8773622663423176,7.214003876989015
4873,1.5,1.8215484990754673,1.753597411163806,1.6388888888888888,1.7568002947711021,0.8046664032475357,0.9932587190952413,0.6023515008804702,4.6226632916869255
4875,1.6666666666666667,1.9615740598637572,1.892533348607493,1.6111111111111112,2.263549145742994,0.644601681378933,0.7932409866302617,0.49331595632188624,5.33373626803172
4887,1.5555555555555556,1.9598962119720338,1.9453958571906667,1.75,2.107551698131667,0.7580658899614097,0.8223807629244716,0.6787444501254493,8.939325005148937
4888,1.3611111111111112,1.5919127173429912,1.441332581859809,1.4166666666666667,1.7937744634637183,0.6532656708696383,0.9001710000949387,0.46184252034701284,4.095728638824741
4889,1.2777777777777777,1.5500164819210636,1.523666603852205,1.2777777777777777,1.3948487526678184,0.7217880546729133,0.8292401546144877,0.6346982163101743,2.639164916402988
4890,0.7777777777777778,1.1752546908665227,1.1469796937436527,1.2222222222222223,1.2051860037992368,0.841494724144886,0.9673467916896755,0.7661957893676262,5.203508807095407
4891,2.0,2.798243731618263,2.791343287665022,2.4722222222222223,3.018957434449506,0.7233825964852987,0.6945025653867103,0.7674652815709259,6.901261925159727
4892,1.4444444444444444,1.8164052032584113,1.7700838106607772,1.6111111111111112,1.936382108523761,0.7890553046461098,0.9446293079367712,0.7083435089227589,5.3109278263194675
4896,1.1111111111111112,1.488425237024686,1.4431907620003472,1.4722222222222223,1.5086030706470859,0.8044149478483015,0.9629516120505706,0.6921202574179955,5.228635268099336
4898,1.2222222222222223,1.6383160063592903,1.573351297018349,1.3055555555555556,1.604770030315571,0.8638360277266397,1.0,0.48573465931566445,4.138890464546132
4899,1.2777777777777777,1.5761583307423437,1.5638133538501673,1.7777777777777777,1.6685575427033346,0.8692725100588425,0.8203025156753511,0.9148321535262264,6.783995342943959
