corrs,corr_negErr,corr_posErr,task
0.5256472213752653,0.035647221375265326,0.03435277862473474,one-pleasure precued
0.6864392409644096,0.026439240964409527,0.023560759035590406,one-pleasure postcued
0.5450795906623909,0.03507959066239086,0.03492040933760909,combined-pleasure precued
0.6003154898747254,0.04031548987472533,0.02968451012527462,combined-pleasure postcued
