participant,avgRMSE_averaging,avgRMSE_linear_modality,avgRMSE_compress,avgRMSE_extreme,avgRes_imageWeight_linear,avgRes_a_compress,avgRes_b_compress,avgRes_a_extreme,avgRes_b_extreme
5001.0,1.75,1.8590774721898775,1.8791632108684686,1.904199110538762,0.7706722263683768,,,,
5002.0,1.0833333333333333,1.3923750210248331,1.2541141510967553,1.402844437087219,0.983332207599108,,,,
5003.0,1.5277777777777777,2.032097338763299,1.9874278111958894,2.0930182980135736,0.634657791380569,,,,
5004.0,1.1666666666666667,1.0737481057623377,1.2070579783544537,0.9210372972443215,0.7684687716189963,,,,
5005.0,1.6666666666666667,2.1247208837637963,1.6897974859628997,2.0686613199918598,0.44387051705131947,,,,
5006.0,1.8055555555555556,2.2096262526902324,1.6285919872344248,1.7604634101333854,0.6402578997727871,,,,
5007.0,1.7222222222222223,2.021052357350536,1.951157177631571,2.0230960204427038,0.5577660931744033,,,,
5008.0,,,,,0.5,,,,
5009.0,0.5277777777777778,0.6633864837025459,0.6254921061609926,0.6272810978794546,0.5589308341662305,,,,
5010.0,1.6666666666666667,1.8592574756307683,1.7864628468363892,2.0336136810824303,0.7675258360401336,,,,
5011.0,0.8333333333333334,0.9919346569833097,0.9088564277351748,0.9050237328842743,0.6502665716250462,,,,
5012.0,1.6944444444444444,1.8957808771613134,1.8330420522183788,1.8125953904474517,0.7411075105290369,,,,
5013.0,1.0,1.158091802145184,1.1396116524569362,1.1459037616524872,0.4661140989521694,,,,
5014.0,1.2777777777777777,1.3661184901578614,1.4864208057265005,1.5074058303268738,0.25022571648275804,,,,
5015.0,1.3055555555555556,1.499963405099464,1.3487581067707288,1.4551388141239454,0.35987420374235213,,,,
5016.0,1.4166666666666667,1.6622773239405593,1.3906455899092194,1.6612419986264235,0.2829017848666736,,,,
5017.0,2.4444444444444446,2.85706078909856,2.439177141945839,2.725073461188954,0.4400167592060264,,,,
5019.0,1.5555555555555556,1.7564743919030417,1.7387092220346372,1.7926206173837091,0.6375315051344944,,,,
5020.0,0.9444444444444444,0.9920444361881676,1.1221894797645744,1.127781780472513,0.30753384626676405,,,,
5021.0,2.0833333333333335,2.448499399993662,1.352974988747701,2.3528806453706093,0.3804067077514695,,,,
5022.0,,,,,0.5,,,,
5023.0,1.6944444444444444,1.7398478847795338,1.640684310779445,1.7138837516765912,0.73417456676874,,,,
5024.0,2.5833333333333335,3.052552769775395,2.250539159247409,2.6775903194972943,0.6914289149866152,,,,
5025.0,1.75,1.9667978634297414,1.8823258344860057,1.9270139662650376,0.3581107476458932,,,,
5026.0,2.5833333333333335,2.7948077626602914,2.836912691832309,3.0240344200993015,0.02701481783229653,,,,
5027.0,0.6388888888888888,0.8059174199670218,0.7088042616128899,0.7427960532445881,0.5097915964347575,,,,
5028.0,,,,,0.5,,,,
5029.0,1.5833333333333333,2.0130012925088763,1.6153090901368845,1.6472915449903747,0.6600683420233465,,,,
5030.0,1.2777777777777777,1.680362549373825,1.587108906829656,1.6522587148173205,0.5960379598446088,,,,
5031.0,1.9444444444444444,2.3154688521544915,2.0205839672829913,2.3297943624135216,0.5927083611642322,,,,
5032.0,0.8333333333333334,1.0858799384421225,0.9866040190944756,1.0542886988160658,0.5554893600202847,,,,
5033.0,0.7777777777777778,1.1745522601548084,1.1598861896522443,1.2181779098042882,0.41634415486314286,,,,
5034.0,18.77777777777778,23.17772250907546,17.960811712342277,16.19975432103716,0.0,,,,
,,,,,,,,,
