participant,avgRMSE_accurate,avgRMSE_linear,avgRMSE_linear_modality,avgRMSE_averaging,avgRMSE_highAtt,avgRes_linear,avgRes_linear_image,avgRes_linear_music,avgRes_highAtt
558acd52fdf99b65685f03d9,0.5833333333333334,0.955187136826368,0.9359148953428797,0.9166666666666666,0.985624861275562,0.8689506271815681,0.9681368401769505,0.763231885797531,5.0
5b287b1a8ecf3f000161bc22,0.8888888888888888,1.2537648489260178,1.1870834359624731,1.1666666666666667,1.1077758883495634,0.7782725466520088,0.6384848074412349,0.9600536473540728,2.312865722959165
5c523d16102de10001022098,1.6666666666666667,1.6789378646702493,1.6624154864889011,1.3333333333333333,2.08742185192123,0.6135388546502131,0.5563468475790161,0.6866636047245065,4.570936560645048
5c80bcebfdb5c90001d11ad6,1.1111111111111112,1.2636673507289027,1.1779928782069182,1.1944444444444444,1.2114212556271582,0.7806839989063397,0.9147145421011592,0.6171915574078439,3.4220621901011743
5c911ccff618f500163a77bf,1.1666666666666667,1.5655627891044752,1.5485025117007014,1.4722222222222223,1.4253903229551854,0.8208265075473052,0.8964061234478868,0.7636497750860587,4.9094720357875525
5ca0326cc00f5a0001f99339,2.111111111111111,2.3966988855483953,2.0804744857020285,1.9722222222222223,2.4625182911087937,0.5370119467167105,0.9018088389077291,0.13723182999078634,2.0547265912226944
5d12423a1a6cf5001ecbe000,0.6944444444444444,0.8846204035194044,0.8467099089221632,1.1944444444444444,0.9993730827556421,0.851057527818828,0.9262700819653727,0.7722205043760666,7.808264941771849
5d42486206811e001ada5b4b,1.1111111111111112,1.5312970176691278,1.4943679841528856,1.6944444444444444,1.5731084800850186,0.8540443932368044,0.7598186879123182,0.9319571249288602,7.113906029650108
5d847ac9be4b0b00188463d7,1.1388888888888888,1.6881137056929791,1.6818618983067193,1.9166666666666667,1.8005760861426579,0.8343891342504348,0.8669373764556952,0.8049057170984074,7.463268360004624
5d96203d74f4a000159a8c58,0.2222222222222222,0.4526675230951829,0.45140828821271906,0.8055555555555556,0.471229699681802,0.9318211454707404,0.9499153490037305,0.9167239196689816,5.985966810453752
5db3471c116235000e419784,1.8055555555555556,1.9685139322136587,1.8266213490975889,1.6944444444444444,2.1471606647350576,0.6250664305674064,0.8674535296708411,0.34074884136503,5.459572815593862
5ddb5ed4a64380abb2907440,1.0,1.2907684378725037,1.2003194448595274,1.5,1.2919637306088976,0.8369845261844557,0.9782267310349195,0.6851243008928226,5.312146043952509
5e0e1b8800a6bf000a694f79,1.4166666666666667,1.6204911816877883,1.561061749745027,1.3888888888888888,1.664839725845843,0.7083514518147545,0.458438390401241,0.8336945830492628,4.716023812883303
5e574f393e26c90f2b47b96c,1.4722222222222223,1.5775612128651824,1.57465182122825,1.3888888888888888,1.786885785488809,0.7131245365649642,0.6871897117669752,0.7345107614629866,5.794031104995309
5ee04a3f7dfcae39390e6553,0.6388888888888888,0.8816777185082346,0.8806126777383558,0.8333333333333334,0.9572077547551417,0.8141011938041207,0.8339296351207814,0.7955426454863497,5.618387718644981
5f19bba876821d0295c3e036,1.5555555555555556,1.887681529837076,1.8856426808567497,2.0,1.7863669965175184,0.8712139163212318,0.8479388167230484,0.8889158835784607,5.677585549550493
5f3b2b15f5d396257a4cd215,1.0833333333333333,1.6701884627474948,1.6247202091233042,1.3055555555555556,1.7309907301961291,0.7746101861340774,0.6446311211401269,0.9430406009993924,5.143776465721611
5f3c2648a9ef86a4c10de377,1.2222222222222223,1.4995297384105244,1.3211248022778306,1.4444444444444444,1.459254579067978,0.7684990633828819,0.9488621789532482,0.5826351044101,4.834431761543686
5f40f1a20f691d2491077a83,1.2222222222222223,1.4079234065207276,1.3198465232665906,1.5,1.4651696200465494,0.8044457751939833,0.9438863246142779,0.6769838381764904,4.630859511118048
5f503a5aaf6c8c1a78242005,1.0277777777777777,1.4284612272052266,1.386623515616269,1.6944444444444444,1.5720046710978792,0.8406341359072865,0.9130916081198078,0.7563122782734798,8.230143270572409
5f5f26703e0a0500093457fc,1.8611111111111112,2.148743754394511,2.110560618825024,1.6111111111111112,2.181073596373967,0.5055802869868817,0.3333941088266153,0.6857727318479065,3.1409197405498848
5f6e2f793c9b1032dbe72def,0.9444444444444444,0.9526328227291206,0.9271643190546148,1.1111111111111112,1.108931052135975,0.7837743573741105,0.8524722574524859,0.7165872680084282,4.491121827834697
5f90869547ff2e159dd64902,0.8055555555555556,0.9188270629953613,0.9051362418309434,0.9166666666666666,1.0766359098901936,0.7925230108671171,0.7232676754070542,0.8436994170152272,5.918149521919833
5f963718a844b719781e9e85,1.2777777777777777,1.1008196955319276,1.0999899367385315,0.8611111111111112,1.105394584180242,0.5972237984334884,0.5873318744365582,0.6114612614831741,2.522965936081471
5fc2a17a6a0a5516d4d54125,1.5,2.054483520506298,1.9862293274736322,1.9444444444444444,2.126282276410442,0.8324604481054549,0.9981646593198179,0.7089688554858671,6.577825369449499
5fef6fc8b890b1dd5a155e6a,1.8333333333333333,2.3003094172687293,2.2761232364555513,1.7777777777777777,2.756885687320773,0.6036686454969262,0.6769540686471582,0.5074681660031445,8.713423249458632
60576ce95933970d7f0b8fc2,1.25,2.0022242917877984,1.973075400695335,2.3333333333333335,2.033828303793845,0.9268549763854094,0.9988546858835107,0.8602219215960079,9.0
606e3ddf19540080228e3a0c,0.75,0.9926869311582062,0.9645717717494807,1.1111111111111112,1.0405221769726112,0.8519963886791962,0.9424430690942904,0.7656910047694461,6.005987700418411
6077afdfc5a87e629ae6fab1,1.8055555555555556,2.281908103515753,2.2259752004236173,1.8888888888888888,2.1375307988416017,0.7234119463388349,0.8667288280750641,0.6220942389831382,4.918841464218854
