participant,avgRMSE_averaging,avgRMSE_linear_modality,avgRMSE_compress,avgRMSE_extreme,avgRes_imageWeight_linear,avgRes_a_compress,avgRes_b_compress,avgRes_a_extreme,avgRes_b_extreme
558acd52fdf99b65685f03d9,0.75,0.9070747215069912,0.8725948365235464,0.9169472520849425,0.572213848457383,0.7856959443790402,0.6977980866829949,0.0,1.0212618984276054
5b287b1a8ecf3f000161bc22,0.7777777777777778,0.8857162281977532,0.736369372076748,0.766088325218587,0.23905444388675645,0.00016990515363932542,0.7357224269146444,-0.7222224593861807,1.0
5c523d16102de10001022098,2.1944444444444446,2.3120480249490156,1.9466727089231648,2.3339121281808657,0.35456493121554394,5.4612162764395125,0.008190965702028164,0.0,1.0870383540991733
5c80bcebfdb5c90001d11ad6,1.0,1.161221302009924,1.0160565243432798,1.1012817559523227,0.6351131137001225,0.8836221916126452,0.6297767420398599,-0.5555555663322349,1.0
5c911ccff618f500163a77bf,1.0277777777777777,1.3587442746609946,1.327222591324285,1.2714342087999793,0.5268111478339246,0.0,0.9424279591930778,-1.236712597665293,1.1509940402630385
5ca0326cc00f5a0001f99339,2.0277777777777777,2.5142559639472117,2.511409182759065,2.6656325612280343,0.7451872438000982,2.901210763808578,0.4539424644300476,-0.10947697910458715,1.000840970881089
5d12423a1a6cf5001ecbe000,0.75,0.9071544894801912,0.9127544555599099,0.8992075477494333,0.5698889271159326,0.19444461513368064,1.0,-0.17056844610637234,1.1097528319849352
5d42486206811e001ada5b4b,1.0833333333333333,1.4214895837901027,1.3612683705591744,1.3942873668263243,0.5155991279703628,1.0661321293561323,0.8831584135865708,-0.005397583172951964,1.0480143395769284
5d847ac9be4b0b00188463d7,1.3333333333333333,1.5363961400624033,1.4432993820307312,1.6109321759720585,0.6545575001757217,1.406681284601129,0.5164999104254786,-0.444443205463615,1.0
5d96203d74f4a000159a8c58,0.4444444444444444,0.5250404679614884,0.3546296111788153,0.31799512247047584,0.4863483566018308,0.38888811931727946,1.0,-0.3099619831159624,1.2130855418677133
5db3471c116235000e419784,1.3055555555555556,1.4186115782573898,0.7348446345358508,1.4946182778601118,0.6836459148056391,3.0110891904281583,0.500527686432158,0.0,1.0
5ddb5ed4a64380abb2907440,1.1944444444444444,1.3759307393663065,1.4724610269058331,1.4725358275162657,0.6559250680634967,0.10211990353834598,0.9852257342635392,-0.11357990732556794,1.0292956709888414
5e0e1b8800a6bf000a694f79,1.1111111111111112,1.3518896784180652,1.0497964653323633,1.266082950279638,0.44744678351115663,2.677198819978907,0.5788091727615507,0.0,1.1010019986435855
5e574f393e26c90f2b47b96c,1.9166666666666667,1.5933530562154228,2.1013533518419854,2.0501248534070076,0.8739365473899963,0.0,0.9669045711101849,-1.125679149241385,1.183383548496456
5ee04a3f7dfcae39390e6553,0.7777777777777778,0.9702243642367476,0.5875143965103569,0.8278734605360423,0.4998061486707103,6.553878442782698,0.17579250928518134,0.0,1.069246942695444
5f19bba876821d0295c3e036,1.1388888888888888,1.3148020459170735,1.0167779217383588,0.932746930065156,0.5046610275039277,0.0,0.8529301249630286,-1.3438143123567154,1.0787036732251987
5f3b2b15f5d396257a4cd215,1.2222222222222223,1.4933440569897303,1.2104920313662495,1.2086722389661406,0.23280118724721902,0.0,0.817552607403839,-1.0555537237356836,1.0
5f3c2648a9ef86a4c10de377,1.1666666666666667,1.48338984987668,1.41647642673878,1.4283750677986917,0.6098829976114472,0.03591772096464588,0.8879762068465611,-0.5555552884502172,1.0000000003191976
5f40f1a20f691d2491077a83,0.9444444444444444,1.015536340071627,1.0004366951897887,1.0369838360635093,0.6250398772565976,0.6088654258845471,0.7743295368469486,-0.4444418747185051,1.0
5f503a5aaf6c8c1a78242005,1.0555555555555556,1.2041460809168658,1.3614144631312781,1.3708122910526839,0.6343288103350602,0.16160306501529725,0.9234688383970858,-0.16666594084214847,1.0
5f5f26703e0a0500093457fc,1.25,1.5704420568389321,1.1325706685494563,1.2296405416780984,0.518635392277898,1.457954879496729,0.8806374276665093,0.0,1.2946848396259936
5f6e2f793c9b1032dbe72def,0.9722222222222222,1.2475665489859737,0.67026370742644,1.1831724382304722,0.4643408810510785,2.515334287876515,0.55552685692753,0.0,1.094089422954895
5f90869547ff2e159dd64902,0.5277777777777778,0.525324275723713,0.505646734678516,0.6566758678497487,0.32349762524852843,1.80424499506883,0.7132612171264154,0.0,1.028343532496467
5f963718a844b719781e9e85,0.8611111111111112,1.1171469508590688,1.0610553898220558,1.1321500076666118,0.5738809303722684,1.11959090844402,0.7932585433850613,0.0,1.0144803911761038
5fc2a17a6a0a5516d4d54125,1.1111111111111112,1.318978073660017,1.3948302049617496,1.3765560225275923,0.6866059056801538,0.0,0.9182519958746368,-0.6363536991327672,1.0418514228079963
5fef6fc8b890b1dd5a155e6a,1.8333333333333333,2.6078913738989864,2.4473967934363854,2.645115031820346,0.6146665276407205,3.400154726462555,0.5247934428041612,0.0,1.0111232144484419
60576ce95933970d7f0b8fc2,1.6666666666666667,1.8119705294009019,2.05977551408783,2.0369228254183005,0.7198399523848097,0.0,0.9250321361549135,-0.8118557672637784,1.0595137904494853
606e3ddf19540080228e3a0c,1.0555555555555556,0.9402661037835345,0.9696115732000163,0.8842493538813413,0.766143179134744,0.6666671901469587,1.0,-0.9859288268194271,1.3589476821906308
6077afdfc5a87e629ae6fab1,1.5555555555555556,2.00638186911793,1.5700455861336176,1.874679558200141,0.47212071635628583,2.1280273994102057,0.43091252214698933,-0.7222226936757394,1.0
